Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
4,0,1950000,1,155,3.2,3054,2,2,207,162,1900,31,144.9748,2,3106
1,2,437000,1,155,3.2,3054,1,1,0,56,1970,31,144.9707,2,3106
2,2,520000,4,155,3.2,3054,1,1,0,86,1940,31,144.9773,2,3106
2,2,570000,1,260,3.2,3054,1,1,0,76,1975,31,144.97,2,3106
3,2,820000,1,196,11.4,3163,1,2,0,96,1989,8,145.0623,5,7822
2,1,795000,1,82,11.4,3163,2,1,133,104,2009,8,145.0539,5,7822
2,2,600000,3,255,11.4,3163,1,1,73,61,1970,8,145.0593,5,7822
3,0,1295000,1,260,11.4,3163,1,2,425,166,1960,8,145.0502,5,7822
2,2,510000,1,135,11.4,3163,1,1,0,69,1970,8,145.0644,5,7822
1,2,346000,1,255,11.4,3163,1,1,60,48,1970,8,145.0618,5,7822
3,1,860000,3,82,11.4,3163,2,1,1113,113,1990,8,145.0642,5,7822
2,2,772000,1,260,11.4,3163,1,2,0,100,1973,8,145.066,5,7822
4,0,1506000,1,106,11.4,3163,2,2,561,204,1925,8,145.0633,5,7822
3,1,675000,0,82,11.4,3163,2,1,0,107,1990,8,145.0642,5,7822
2,2,525000,3,260,11.4,3163,1,2,0,67,2009,8,145.0589,5,7822
1,2,290000,1,196,11.4,3163,1,1,0,50,1960,8,145.0632,5,7822
2,2,360000,4,82,11.4,3163,1,1,0,70,1970,8,145.0555,5,7822
2,0,967500,1,260,11.4,3163,1,2,299,115,1930,8,145.053,5,7822
1,2,330000,1,260,11.4,3163,1,1,0,33,1970,8,145.0533,5,7822
3,0,1600000,1,255,11.4,3163,2,2,751,40,1923,8,145.0648,5,7822
3,2,1008000,1,255,11.4,3163,2,1,300,130,1990,8,145.0539,5,7822
3,2,1170000,1,255,11.4,3163,1,2,0,170,1925,8,145.0493,5,7822
4,0,1830000,1,82,11.4,3163,2,2,687,237,1983,8,145.0479,5,7822
1,2,250000,0,260,11.4,3163,1,1,0,34,1960,8,145.0625,5,7822
2,1,930000,1,260,11.4,3163,2,1,166,170,2009,8,145.0488,5,7822
2,2,465000,1,196,11.4,3163,1,1,0,56,1970,8,145.0558,5,7822
4,0,1550000,4,260,11.4,3163,2,2,757,133,1930,8,145.0541,5,7822
2,1,707000,2,196,11.4,3163,1,1,144,96,2000,8,145.0482,5,7822
2,2,804000,1,260,11.4,3163,2,1,0,86,1993,8,145.0548,5,7822
4,0,1501000,1,82,11.4,3163,2,1,598,201,1970,8,145.0588,5,7822
3,1,970000,0,135,11.4,3163,2,2,325,223,2005,8,145.0546,5,7822
2,0,817500,1,106,11.4,3163,1,1,211,102,2002,8,145.0599,5,7822
4,0,1450000,0,196,11.4,3163,2,2,557,200,1938,8,145.0515,5,7822
2,1,855000,1,82,11.4,3163,1,1,158,106,1994,8,145.052,5,7822
2,0,675000,1,82,11.4,3163,1,1,0,90,1968,8,145.0625,5,7822
2,2,588000,3,255,11.4,3163,1,1,133,71,2011,8,145.0559,5,7822
2,2,455000,1,255,11.4,3163,1,1,0,73,1970,8,145.0524,5,7822
3,2,920000,3,255,11.4,3163,2,1,283,250,2005,8,145.0622,5,7822
2,2,656000,1,185,11.4,3163,1,1,103,82,1970,8,145.0559,5,7822
2,0,930000,1,260,11.4,3163,1,1,264,110,1930,8,145.0561,5,7822
2,2,415000,1,260,11.4,3163,1,1,0,64,1970,8,145.048,5,7822
2,2,650000,1,260,11.4,3163,1,1,174,80,1975,8,145.062,5,7822
3,0,1360000,1,255,11.4,3163,2,2,282,182,2010,8,145.0567,5,7822
1,2,350000,1,260,11.4,3163,1,1,0,53,1980,8,145.0508,5,7822
3,0,1430000,1,196,11.4,3163,2,2,603,166,1945,8,145.0568,5,7822
3,0,1490000,1,82,11.4,3163,2,1,371,167,1915,8,145.052,5,7822
3,0,1125000,0,196,11.4,3163,1,1,604,120,1925,8,145.0528,5,7822
2,2,405000,0,137,11.4,3163,1,1,967,72,1970,8,145.0531,5,7822
4,0,1655000,0,135,11.4,3163,2,2,595,221,1915,8,145.0543,5,7822
3,1,808000,1,82,11.4,3163,1,1,111,116,1998,8,145.0495,5,7822
2,2,370000,4,227,11.4,3163,1,1,0,68,1950,8,145.0639,5,7822
4,0,1880000,1,183,11.4,3163,2,3,932,270,1970,8,145.0478,5,7822
2,2,585000,1,14,11.4,3163,1,1,108,67,1970,8,145.0596,5,7822
2,2,450000,1,6,11.4,3163,1,1,0,72,1970,8,145.0575,5,7822
3,1,860000,1,32,11.4,3163,1,2,277,135,1978,8,145.0624,5,7822
2,2,605000,1,255,11.4,3163,1,1,0,70,1973,8,145.0613,5,7822
4,0,1518000,1,260,11.4,3163,3,2,454,275,2000,8,145.0628,5,7822
2,2,632500,1,32,11.4,3163,1,1,99,98,1965,8,145.0588,5,7822
2,2,435000,1,82,11.4,3163,1,1,0,60,1980,8,145.0567,5,7822
2,2,468250,1,196,11.4,3163,1,1,912,75,2008,8,145.056,5,7822
3,0,1716000,1,255,11.4,3163,2,1,817,130,1925,8,145.047,5,7822
1,2,365000,1,260,11.4,3163,1,1,0,48,1960,8,145.048,5,7822
2,2,722500,1,82,8.9,3162,1,1,0,100,1960,8,145.0302,5,2379
2,2,550000,4,82,8.9,3162,1,1,806,78,1960,8,145.024,5,2379
4,0,131000,0,207,8.9,3162,1,2,499,155,1920,8,145.0242,5,2379
3,0,1750000,1,135,8.1,3161,2,2,692,313,1955,8,145.019,5,6923
2,2,580000,3,2,8.1,3161,1,1,934,68,2012,8,145.0116,5,6923
3,0,2005000,0,106,8.1,3161,2,3,361,237,2014,8,145.0296,5,6923
2,2,420000,4,82,8.1,3161,1,1,0,56,2012,8,145.0136,5,6923
1,2,290000,4,260,8.1,3161,1,1,952,43,1970,8,145.0371,5,6923
3,0,1400000,3,82,8.1,3161,1,0,270,139,1910,8,145.0269,5,6923
2,2,450000,1,82,8.1,3161,1,1,1092,63,2014,8,145.0232,5,6923
2,2,536000,1,82,8.1,3161,1,1,771,82,1960,8,145.0239,5,6923
2,2,550000,4,82,8.1,3161,1,1,0,67,2011,8,145.0126,5,6923
4,0,2170000,1,82,8.1,3161,2,1,810,215,1915,8,145.0325,5,6923
3,0,1577500,1,260,9.3,3162,2,2,357,144,1935,8,145.0307,5,5051
3,0,1460000,1,260,9.3,3162,1,2,451,121,1960,8,145.019,5,5051
1,2,275500,0,82,9.3,3162,1,1,0,44,1960,8,145.0132,5,5051
2,0,1065000,1,260,9.3,3162,1,1,273,114,1930,8,145.022,5,5051
4,1,1030000,4,82,9.3,3162,2,2,216,165,1995,8,145.0318,5,5051
2,0,1225000,1,23,9.3,3162,1,2,284,99,1940,8,145.0215,5,5051
3,0,1450000,1,192,9.3,3162,2,1,478,120,1925,8,145.0161,5,5051
4,0,1774500,1,260,9.3,3162,2,2,575,256,2008,8,145.0254,5,5051
2,2,525500,1,196,9.3,3162,1,1,831,80,1970,8,145.0294,5,5051
2,0,825000,1,82,9.3,3162,1,1,367,85,1930,8,145.0241,5,5051
2,0,1262000,1,260,9.3,3162,2,2,464,272,2016,8,145.0224,5,5051
2,0,1340000,1,32,9.3,3162,1,1,505,117,1940,8,145.0149,5,5051
3,0,1200000,1,260,9.3,3162,2,2,494,135,1920,8,145.0322,5,5051
2,0,1001000,1,23,9.3,3162,2,1,255,85,1890,8,145.0207,5,5051
3,0,1330000,1,82,9.3,3162,1,1,312,123,1926,8,145.0196,5,5051
4,0,1570000,1,260,9.3,3162,2,2,641,215,1970,8,145.035,5,5051
4,0,1916000,1,23,9.3,3162,2,2,630,205,1910,8,145.0145,5,5051
4,0,890000,4,188,13.6,3148,3,2,288,158,2014,20,145.1051,5,3582
3,2,700000,1,18,13.6,3148,2,1,224,94,2006,20,145.1054,5,3582
3,1,865000,1,32,13.6,3148,2,2,277,143,2010,20,145.1044,5,3582
4,1,1042500,1,32,13.6,3148,3,2,209,160,2016,20,145.105,5,3582
2,0,1002000,1,196,13.6,3148,1,1,585,97,1950,20,145.0948,5,3582
3,0,650000,0,260,13.6,3148,2,2,160,101,2000,20,145.0934,5,3582
4,1,965000,3,32,13.6,3148,3,2,273,182,2012,20,145.105,5,3582
3,0,1301000,1,32,13.6,3148,1,2,620,88,1970,20,145.105,5,3582
4,0,1415500,1,260,13.6,3148,2,1,1033,164,1950,20,145.1095,5,3582
4,0,1260000,1,140,13.6,3148,2,2,500,277,2001,20,145.1027,5,3582
3,0,1000000,3,227,13.6,3148,1,2,630,105,1960,20,145.102,5,3582
3,1,845000,1,32,13.6,3148,2,1,177,111,2012,20,145.1042,5,3582
4,1,881000,1,196,13.6,3148,2,1,188,137,2014,20,145.0955,5,3582
2,0,780000,1,91,3.4,3068,1,1,155,85,1880,31,144.9922,2,2954
3,0,1060000,1,155,3.4,3068,1,0,193,98,1900,31,144.9984,2,2954
3,1,930000,1,49,3.4,3068,2,1,124,116,2000,31,144.9923,2,2954
2,0,1075000,1,155,3.4,3068,1,1,174,85,1890,31,144.9987,2,2954
2,0,1105000,1,91,3.4,3068,1,1,185,84,1910,31,144.9981,2,2954
2,0,1209000,1,106,3.4,3068,1,1,140,97,1910,31,144.9884,2,2954
4,0,3010000,1,49,3.4,3068,3,2,382,250,1903,31,144.9992,2,2954
2,0,1435000,1,155,3.4,3068,1,2,239,96,1900,31,144.997,2,2954
2,0,1290000,1,106,3.4,3068,1,0,164,99,1890,31,144.9967,2,2954
2,2,495000,1,267,3.4,3068,1,1,515,50,1970,31,145.0049,2,2954
3,0,1370000,1,49,3.4,3068,2,1,176,135,1890,31,144.9898,2,2954
2,0,1450000,4,155,3.4,3068,1,0,156,107,1890,31,144.9999,2,2954
2,2,885500,1,49,3.4,3068,2,2,0,136,2005,31,144.9983,2,2954
3,1,825000,3,106,3.4,3068,3,1,67,119,2010,31,144.9989,2,2954
4,0,1506000,1,155,3.4,3068,2,0,162,169,1995,31,144.9994,2,2954
3,0,1360000,1,155,3.4,3068,1,0,118,118,1880,31,144.9858,2,2954
2,0,850000,3,28,7.8,3058,1,1,371,93,1930,23,144.9589,2,11204
3,0,784000,1,155,7.8,3058,1,1,286,110,1890,23,144.952,2,11204
3,0,680000,1,155,7.8,3058,1,0,702,108,1950,23,144.9812,2,11204
2,1,807000,1,155,7.8,3058,2,1,0,176,2010,23,144.9713,2,11204
3,0,675000,0,243,7.8,3058,1,2,142,123,2005,23,144.973,2,11204
3,0,1202000,1,155,7.8,3058,2,2,423,140,1940,23,144.9559,2,11204
3,0,1370000,1,196,7.8,3058,1,1,233,180,1890,23,144.9611,2,11204
3,0,1000000,4,106,7.8,3058,2,3,370,110,1920,23,144.9501,2,11204
4,0,145000,0,106,7.8,3058,1,1,536,164,1910,23,144.9658,2,11204
3,0,860000,1,178,7.8,3058,1,1,283,109,1915,23,144.9582,2,11204
2,0,953000,1,106,7.8,3058,1,1,170,101,1890,23,144.9608,2,11204
2,0,735000,3,155,7.8,3058,1,1,280,93,1900,23,144.952,2,11204
3,0,947000,1,28,7.8,3058,1,1,372,125,1920,23,144.9581,2,11204
2,2,500000,3,106,7.8,3058,1,1,0,74,1970,23,144.9644,2,11204
2,2,466000,1,155,7.8,3058,1,1,0,62,1980,23,144.9522,2,11204
3,1,740000,4,155,7.8,3058,2,1,255,164,2014,23,144.9713,2,11204
3,0,812000,1,159,7.8,3058,1,1,370,130,1930,23,144.9718,2,11204
3,0,766000,1,159,7.8,3058,1,0,378,124,1930,23,144.9716,2,11204
3,0,825000,1,159,7.8,3058,1,1,374,118,1910,23,144.9715,2,11204
4,0,1131000,1,155,7.8,3058,2,2,494,300,2001,23,144.9711,2,11204
3,0,1064000,3,155,7.8,3058,2,1,417,178,1940,23,144.9583,2,11204
3,0,1210000,1,155,7.8,3058,1,1,379,125,1925,23,144.9764,2,11204
2,2,434000,1,155,7.8,3058,1,1,0,80,1965,23,144.9644,2,11204
2,2,653000,3,178,7.8,3058,1,1,129,107,2012,23,144.9606,2,11204
3,1,640000,1,155,7.8,3058,1,2,119,109,1995,23,144.9491,2,11204
3,0,1130000,3,197,7.8,3058,1,2,735,127,1920,23,144.9623,2,11204
3,0,763000,1,255,7.8,3058,2,1,107,110,1994,23,144.963,2,11204
2,0,903000,1,155,7.8,3058,1,1,253,94,1910,23,144.9521,2,11204
3,0,1000000,1,155,7.8,3058,1,1,431,117,1970,23,144.9695,2,11204
4,0,1742000,3,155,7.8,3058,2,4,482,256,2006,23,144.9534,2,11204
4,0,865000,1,28,7.8,3058,1,1,452,125,1925,23,144.948,2,11204
2,2,485000,4,155,7.8,3058,2,1,0,96,1880,23,144.9701,2,11204
3,0,1278000,1,178,7.8,3058,2,3,405,156,1930,23,144.959,2,11204
3,1,590000,4,196,7.8,3058,2,2,0,109,2013,23,144.9751,2,11204
4,0,1136000,1,196,7.8,3058,3,1,420,146,1920,23,144.962,2,11204
2,1,635000,1,196,7.8,3058,1,1,97,95,2014,23,144.9623,2,11204
4,0,1400000,1,190,7.8,3058,1,1,856,189,1970,23,144.9481,2,11204
3,0,1260000,1,106,7.8,3058,2,0,407,230,1930,23,144.9579,2,11204
3,0,841000,1,197,7.8,3058,1,3,385,98,1920,23,144.9603,2,11204
2,2,537500,1,155,7.8,3058,1,1,0,73,1975,23,144.9563,2,11204
2,1,598000,1,155,7.8,3058,1,1,108,100,2007,23,144.9617,2,11204
3,0,1120000,1,194,7.8,3058,2,1,293,180,2006,23,144.9663,2,11204
3,0,870000,1,155,7.8,3058,1,1,371,100,1980,23,144.9558,2,11204
3,0,680000,0,194,7.8,3058,1,2,462,72,1920,23,144.9478,2,11204
3,0,825000,1,196,7.8,3058,1,2,577,131,1920,23,144.9773,2,11204
3,0,725000,1,28,7.8,3058,1,0,238,131,1900,23,144.9612,2,11204
4,0,1250000,4,155,7.8,3058,3,1,515,249,1900,23,144.9766,2,11204
2,0,1008000,1,106,7.8,3058,1,3,457,89,1940,23,144.9725,2,11204
4,0,990000,3,84,7.8,3058,1,1,488,142,1930,23,144.9532,2,11204
2,2,451000,1,192,7.8,3058,1,1,0,72,1970,23,144.954,2,11204
2,0,635000,1,28,7.8,3058,2,3,339,149,1920,23,144.9559,2,11204
5,0,1020000,0,194,7.8,3058,2,4,381,286,1985,23,144.969,2,11204
3,0,1025000,4,106,7.8,3058,1,3,336,112,1950,23,144.9558,2,11204
3,0,700000,3,28,7.8,3058,1,1,138,102,2000,23,144.9555,2,11204
3,0,1130000,1,155,7.8,3058,1,3,206,80,1945,23,144.9563,2,11204
4,0,1075000,1,94,7.8,3058,1,4,531,187,1925,23,144.9528,2,11204
3,1,600000,1,28,7.8,3058,1,1,102,95,1976,23,144.9665,2,11204
4,0,1150000,0,178,7.8,3058,2,2,43,205,1930,23,144.9469,2,11204
2,2,515000,1,196,7.8,3058,1,2,0,70,1970,23,144.9608,2,11204
2,0,472000,1,155,7.8,3058,1,1,500,69,1975,23,144.9515,2,11204
2,0,901000,1,178,7.8,3058,1,1,545,107,1940,23,144.9471,2,11204
2,0,605000,1,106,7.8,3058,1,1,0,13,1969,23,144.9721,2,11204
3,1,687000,1,155,7.8,3058,1,1,116,140,1995,23,144.9487,2,11204
4,0,975000,0,197,7.8,3058,2,2,307,203,1996,23,144.9602,2,11204
3,0,1370000,1,155,7.8,3058,1,1,563,130,1930,23,144.978,2,11204
2,0,700000,4,155,7.8,3058,1,2,381,92,1925,23,144.9516,2,11204
3,1,810000,1,155,7.8,3058,2,1,213,131,2010,23,144.9584,2,11204
4,0,838000,1,106,7.8,3058,1,1,576,147,1960,23,144.9637,2,11204
4,0,1150000,0,155,7.8,3058,1,2,633,164,1990,23,144.9504,2,11204
4,0,931000,3,28,7.8,3058,1,1,412,160,1920,23,144.9768,2,11204
1,2,241000,1,155,7.8,3058,1,1,0,62,1976,23,144.9635,2,11204
2,0,981000,1,155,7.8,3058,1,1,263,114,1910,23,144.97,2,11204
2,1,570000,1,178,7.8,3058,1,1,0,86,1900,23,144.9701,2,11204
2,0,500000,1,155,7.8,3058,1,1,113,70,1970,23,144.961,2,11204
3,0,655000,3,260,9.2,3058,1,0,404,98,1950,23,144.9803,2,3445
3,1,631000,1,140,9.2,3058,1,1,178,120,2012,23,144.9645,2,3445
2,1,600000,1,140,9.2,3058,1,1,145,105,2010,23,144.9641,2,3445
3,0,715000,3,260,9.2,3058,2,2,173,120,2010,23,144.9832,2,3445
3,0,864000,1,155,9.2,3058,1,2,565,115,1950,23,144.969,2,3445
3,0,700000,1,155,9.2,3058,1,2,626,108,1950,23,144.9696,2,3445
2,1,591000,1,155,9.2,3058,1,1,0,86,2008,23,144.9527,2,3445
3,0,860000,1,155,9.2,3058,1,3,586,145,1950,23,144.9659,2,3445
2,0,765000,1,127,9.2,3058,1,2,563,116,1925,23,144.96,2,3445
3,0,625000,1,155,9.2,3058,1,2,104,138,2014,23,144.9826,2,3445
2,0,745000,3,194,9.2,3058,1,3,526,90,1940,23,144.9832,2,3445
4,0,1050000,0,106,9.2,3058,3,2,501,258,2016,23,144.9823,2,3445
2,0,935000,1,72,9.2,3058,1,2,833,107,1960,23,144.9654,2,3445
2,0,820000,3,155,9.2,3058,1,4,629,120,1960,23,144.9688,2,3445
3,0,780000,1,155,9.2,3058,1,2,307,96,1950,23,144.9533,2,3445
3,0,707000,1,28,9.2,3058,2,3,556,129,1950,23,144.9605,2,3445
3,0,637000,1,28,9.2,3058,1,4,498,97,1950,23,144.9833,2,3445
4,0,950000,1,260,9.2,3058,2,2,298,231,2013,23,144.9836,2,3445
3,0,860000,0,106,9.2,3058,2,3,472,134,1970,23,144.9728,2,3445
5,0,1172000,1,196,9.2,3058,3,2,425,37,2014,23,144.9816,2,3445
3,0,650000,3,16,9.2,3058,1,1,407,95,1930,6,144.9833,2,3445
4,0,792000,3,106,9.2,3058,2,1,320,131,1950,23,144.9612,2,3445
3,0,720000,1,155,9.2,3058,1,2,499,105,1970,23,144.9576,2,3445
3,0,970000,1,106,9.2,3058,1,2,575,129,1960,23,144.9704,2,3445
2,0,890000,1,117,1.6,3066,1,1,178,70,1900,31,144.9915,2,4553
2,2,1260000,1,106,1.6,3066,1,1,0,129,1900,31,144.9845,2,4553
2,2,855000,1,155,1.6,3066,1,1,2886,122,1830,31,144.9845,2,4553
3,1,1125000,3,155,1.6,3066,2,2,0,151,2000,31,144.9908,2,4553
2,2,910000,1,106,1.6,3066,1,1,0,97,1880,31,144.985,2,4553
1,2,452000,3,106,1.6,3066,1,1,816,53,2000,31,144.9848,2,4553
1,2,415000,3,23,1.6,3066,1,1,3701,62,2005,31,144.9911,2,4553
1,2,372000,3,255,1.6,3066,1,1,0,65,2005,31,144.9911,2,4553
3,2,1326000,1,155,1.6,3066,2,1,0,190,2013,31,144.9842,2,4553
2,0,1230000,1,106,1.6,3066,2,1,0,153,1920,31,144.9845,2,4553
2,0,855000,1,106,1.6,3066,1,0,130,80,1890,31,144.9882,2,4553
1,2,457000,1,106,1.6,3066,1,1,406,49,1970,31,144.9911,2,4553
3,1,897500,1,106,1.6,3066,2,1,82,82,1995,31,144.9873,2,4553
2,0,1265000,1,106,1.6,3066,1,1,282,112,1920,31,144.9883,2,4553
3,0,1075000,1,260,1.6,3066,1,0,183,104,1880,31,144.9875,2,4553
1,2,366000,1,255,1.6,3066,1,1,0,44,1970,31,144.9911,2,4553
2,0,981000,1,106,1.6,3066,1,0,188,107,1900,31,144.9923,2,4553
2,2,683000,1,23,1.6,3066,1,1,0,92,1900,31,144.985,2,4553
2,0,1000000,3,178,1.6,3066,1,2,159,86,1880,31,144.9887,2,4553
3,1,887500,1,178,1.6,3066,2,1,81,82,2000,31,144.9874,2,4553
2,2,713500,1,106,1.6,3066,2,1,1060,88,2010,31,144.9868,2,4553
3,2,1500000,1,106,1.6,3066,2,2,0,159,1920,31,144.9845,2,4553
2,2,672000,1,106,1.6,3066,1,1,0,60,2002,31,144.984,2,4553
2,2,800000,4,155,1.6,3066,1,1,0,91,1900,31,144.9848,2,4553
2,2,1645000,1,155,1.6,3066,1,3,0,2,1890,31,144.9858,2,4553
2,2,860000,0,106,1.6,3066,2,1,0,114,1920,31,144.985,2,4553
3,0,1403000,1,16,13.9,3108,1,4,727,123,1970,15,145.1218,0,9028
3,0,1450000,0,16,13.9,3108,1,1,638,115,1970,15,145.1248,0,9028
4,0,1396000,1,16,13.9,3108,1,2,658,138,1975,15,145.1358,0,9028
3,0,1125000,4,260,13.9,3108,2,2,819,173,1970,15,145.1036,0,9028
3,2,700000,0,16,13.9,3108,2,2,0,119,2007,15,145.1235,0,9028
4,0,1152000,1,106,13.9,3108,2,2,336,176,2007,15,145.1178,0,9028
4,0,1868000,1,260,13.9,3108,2,2,925,218,1960,15,145.1183,0,9028
4,0,1050000,0,16,13.9,3108,2,2,317,194,1995,15,145.1279,0,9028
3,2,910000,1,16,13.9,3108,2,2,299,135,2001,15,145.1338,0,9028
3,0,1850000,1,106,13.9,3108,1,2,1073,143,1960,15,145.1157,0,9028
4,0,1225000,1,196,13.9,3108,3,2,740,185,1985,15,145.1127,0,9028
4,0,1316000,1,106,13.9,3108,2,2,716,155,1965,15,145.1173,0,9028
5,0,1400000,1,106,13.9,3108,3,2,656,320,1985,15,145.1317,0,9028
5,0,2168000,1,16,13.9,3108,5,2,669,395,2016,15,145.1185,0,9028
4,0,1430000,1,106,13.9,3108,2,2,655,170,1970,15,145.1194,0,9028
3,2,772000,1,16,13.9,3108,2,1,203,109,1986,15,145.1267,0,9028
4,0,1468000,1,196,13.9,3108,2,2,806,170,1975,15,145.1392,0,9028
4,2,753000,1,16,13.9,3108,1,1,241,105,1970,15,145.1093,0,9028
3,1,746000,1,260,13.9,3108,2,2,118,106,2013,15,145.106,0,9028
3,0,1485000,1,16,13.9,3108,2,2,731,140,1960,15,145.131,0,9028
3,0,1190000,1,196,13.9,3108,1,1,658,140,1960,15,145.1066,0,9028
3,0,900000,0,196,13.9,3108,2,2,366,150,2013,15,145.1077,0,9028
3,0,1250000,0,106,13.9,3108,2,1,728,150,1965,15,145.1318,0,9028
3,0,1030000,1,196,13.9,3108,1,1,827,100,1960,15,145.1029,0,9028
4,1,985000,1,73,13.9,3108,2,2,182,160,1998,15,145.138,0,9028
3,0,1300000,1,106,13.9,3108,1,2,651,119,1970,15,145.1051,0,9028
4,0,1462500,1,179,13.9,3108,3,2,654,160,1969,15,145.1294,0,9028
3,0,1250000,0,73,13.9,3108,2,2,900,195,1970,15,145.1344,0,9028
4,0,1460800,3,106,13.9,3108,3,2,654,305,1970,15,145.1088,0,9028
3,0,1152500,1,16,13.9,3108,2,2,648,129,1980,15,145.1368,0,9028
5,0,1650000,4,106,13.9,3108,4,2,500,429,2007,15,145.1105,0,9028
3,0,1391000,1,196,13.9,3108,1,1,764,175,1965,15,145.1207,0,9028
2,2,452000,1,174,13.9,3108,1,1,67,68,1975,15,145.1436,0,9028
3,1,1102200,3,106,13.9,3108,2,2,233,175,2012,15,145.1371,0,9028
4,0,1401000,1,193,13.9,3108,3,2,650,261,1970,15,145.1212,0,9028
4,0,1782000,1,16,13.9,3108,3,3,586,306,2002,15,145.1287,0,9028
4,0,1520000,1,16,13.9,3108,3,2,657,275,2010,15,145.1379,0,9028
3,0,878000,1,16,13.9,3108,2,2,0,163,2001,15,145.1341,0,9028
4,1,973500,1,196,13.9,3108,2,2,234,160,2009,15,145.1275,0,9028
3,2,751800,3,106,13.9,3108,1,2,109,120,2001,15,145.1138,0,9028
3,0,1100000,4,237,13.9,3108,2,2,771,169,1960,15,145.117,0,9028
3,0,1202000,1,16,13.9,3108,2,2,649,150,1965,15,145.1224,0,9028
3,0,1362000,1,179,13.9,3108,1,2,798,132,1960,15,145.1333,0,9028
4,0,1810000,1,106,13.9,3108,2,4,769,240,1970,15,145.1337,0,9028
5,0,1901000,1,155,10.3,3084,2,2,963,225,1925,0,145.0518,0,1651
4,0,1650000,4,146,10.3,3084,3,2,724,327,1940,0,145.0594,0,1651
3,0,1816000,1,155,10.3,3084,1,2,846,180,1955,0,145.0591,0,1651
2,2,525000,1,146,10.3,3084,1,1,79,70,1970,0,145.0663,0,1651
4,0,2050000,1,146,10.3,3084,3,2,723,290,1950,0,145.0705,0,1651
5,0,1930000,1,146,10.3,3084,2,1,939,236,1930,0,145.0585,0,1651
4,0,2600000,4,155,10.3,3084,2,3,871,322,1937,0,145.0676,0,1651
2,2,600000,3,146,10.3,3084,1,1,112,95,1970,0,145.0521,0,1651
3,0,1601000,1,146,10.3,3084,1,1,872,136,1960,0,145.0649,0,1651
3,0,1100000,4,95,10.3,3084,2,1,555,300,1988,0,145.0568,0,1651
4,0,2550000,4,146,10.3,3084,2,2,1484,478,1970,0,145.0616,0,1651
3,2,1190000,1,146,10.3,3084,2,2,0,148,1975,0,145.0569,0,1651
4,0,2012000,1,155,10.3,3084,3,2,597,245,1940,0,145.0646,0,1651
4,0,2309000,1,155,10.3,3084,3,2,1177,291,1960,0,145.0687,0,1651
2,0,900000,4,82,8.5,3185,1,2,239,110,1940,8,144.999,5,4898
3,0,1625000,1,23,8.5,3185,2,2,447,181,1920,8,145.0138,5,4898
4,0,1100000,4,260,8.5,3185,2,0,147,159,1910,8,144.9997,5,4898
3,0,1755000,1,82,8.5,3185,2,1,391,173,1905,8,145.0133,5,4898
4,0,1400000,3,23,8.5,3185,1,1,489,150,1910,8,145.0123,5,4898
3,2,1240000,1,94,8.5,3185,2,2,319,123,1990,8,145.0112,5,4898
2,2,591000,1,32,8.5,3185,1,1,815,62,2008,8,145.0136,5,4898
2,2,537000,1,23,8.5,3185,1,1,0,79,1970,8,145.0095,5,4898
3,0,800000,4,94,8.5,3185,2,2,331,112,2010,8,144.9992,5,4898
3,0,965000,0,23,8.5,3185,1,2,275,119,1900,8,144.9994,5,4898
2,0,1160000,3,46,8.5,3185,2,2,155,137,2011,8,145.0046,5,4898
3,1,820000,4,140,8.5,3185,2,2,108,3,2002,8,145.0012,5,4898
4,0,2600000,1,23,8.5,3185,2,2,527,184,1880,8,145.0043,5,4898
3,1,1071000,1,23,8.5,3185,2,2,179,125,2000,8,145.0125,5,4898
3,0,1800000,1,23,8.5,3185,2,2,492,181,1905,8,145.0048,5,4898
3,0,2345000,1,23,8.5,3185,2,1,419,204,1908,8,145.0126,5,4898
2,2,741000,1,23,8.5,3185,1,1,0,1561,1966,8,145.0033,5,4898
2,2,626000,1,82,8.5,3185,1,1,1764,100,1930,8,145.0043,5,4898
4,0,1650000,0,23,8.5,3185,3,2,386,185,1913,8,144.999,5,4898
3,1,850000,0,216,8.5,3185,2,2,108,142,2000,8,145.0014,5,4898
3,0,1750000,4,32,8.5,3185,2,2,517,207,1900,8,145.0063,5,4898
3,0,1450000,1,23,8.5,3185,1,2,351,108,1915,8,145.0133,5,4898
4,0,2806000,1,23,8.5,3185,3,2,669,255,1930,8,145.0081,5,4898
3,2,782000,1,82,8.5,3185,1,1,0,95,1970,8,145.0106,5,4898
4,0,1007000,1,181,8.5,3185,2,2,125,200,2000,8,145.001,5,4898
4,0,1450000,0,23,8.5,3185,2,2,376,192,1917,8,145.008,5,4898
2,2,500000,1,82,8.5,3185,1,1,0,59,2006,8,144.9994,5,4898
4,0,2600000,3,23,8.5,3185,3,2,701,273,1885,8,145.008,5,4898
2,0,895000,1,170,8.5,3185,1,1,147,81,1915,8,144.9993,5,4898
4,0,2050000,0,23,8.5,3185,3,2,420,270,2016,8,145.0102,5,4898
3,0,1605000,1,23,8.5,3185,1,1,418,152,1890,8,145.0153,5,4898
1,2,520000,1,46,7.7,3184,1,1,0,51,1930,25,144.9871,5,8989
2,2,507000,1,151,7.7,3184,1,1,0,79,1970,25,144.9911,5,8989
